A,,,,,
g_nailspeed,-,1000,g_nailspeed <value>,Sets the velocity of nails.,
g_nailspread,-,400,g_nailspread <spread>,Sets the spread of nail projectiles fired by the nailgun.,
g_needpass,S R,-,g_needpass [0|1],Informs that clients are required to enter a password to join the server.,
g_noobArmor,-,0,g_noobArmor [0|1],???,
g_noobArmorDmgScale,-,0.5,g_noobArmorDmgScale <amount>,???,
g_obeliskHealth,-,2500,g_obeliskHealth <value>,Maximum amount of health an Obelisk can have.,
g_obeliskRegenAmount,-,15,g_obeliskRegenAmount <value>,Amount of health an Obelisk regenerates at a time.,
g_obeliskRegenPeriod,-,1,g_obeliskRegenPeriod <value>,Obelisk delays between health regeneration.,
g_obeliskRespawnDelay,-,10,g_obeliskRespawnDelay <value>,Delay that occurs after an Obelisk is destroyed before a new one spawns.,
g_overtime,S,120,g_overtime <value>,Duration of the overtime periods (in seconds) in deathmatch games.,
g_password,U,-,g_password [string],Sets the server-side password for clients to use to join the server.,
g_playerCylinders,-,1,"g_playercylinders [0|1]
0 = rectangular bounding boxes
1 = cylindrical bounding boxes",Enables the use of cylindrical player bounding boxes.,
g_playerheadmodelOverride,-,-,g_playerheadmodelOverride [model],Forces all player head models viewed by clients in a server to a specific head model.,
g_playerheadScale,-,1,g_playerheadScale <scale>,Scales the player head models.,
g_playerheadScaleOffset,-,1,???,???,
g_playermodelOverride,-,-,g_playermodelOverride [model],Forces all player models viewed by clients in a server to a specific model.,
g_playerModelScale,-,1.1,g_playerModelScale <scale>,Scales the player models.,
g_podiumDist,-,80,g_podiumDist <value>,Sets the distance of the podium from the camera. (that you see at the end of Single Player matches),
g_podiumDrop,-,70,g_podiumDrop <value>,Sets the height of the podium in relation to the camera view. (that you see at the end of Single Player matches),
g_proxMineTimeout,-,20000,g_proxMineTimeout <time>,Time it takes for proximity mines to expire and explode.,
g_quadDamageFactor,-,3,g_quadDamageFactor <factor>,Sets the Quad Damage damage multiplying factor.,
g_quadHog,-,0,g_quadHog [0|1],"Enables Quad Hog mode - players score frags only while holding Quad, which randomly respawns at player spawn points around the map.",
g_quadHogIdle,-,20,g_quadHogIdle <delay>,"Enables Quad Hog mode - players score frags only while holding Quad, which randomly respawns at player spawn points around the map.",
g_quadHogIdle,-,20,g_quadHogIdle <delay>,Quad Hog (g_quadHog 1): Sets the expiry time (in seconds) for Quad Damage spawns to respawn.,
g_quadHogTime,-,60,g_quadHogTime <time>,Quad Hog (g_quadHog 1): Sets the amount of time (in seconds) that a Quad Damage carrier gets of power-up time.,
g_railJump,-,0,g_railJump [0|1],Enables rail-jumping,
g_range_lg_falloff,-,768,g_range_lg_falloff <value>,Sets lightning shaft falloff distance (in units).,
g_range_sg_falloff,-,768,g_range_sg_falloff <value>,Sets shotgun falloff distance (in units).,
g_reflector,-,0,???,???,
g_regenArmor,-,0,g_regenArmor [0|1],Regenerates players' armor,
g_regenArmorRate,-,100,g_regenArmorRate <time>,Sets time delay (in milliseconds) for armor regeneration when g_regenArmor is set to 1,
g_regenHealth,-,0,g_regenHealth [0|1],Regenerates players' health to a maximum of 100,
g_regenHealthRate,-,100,g_regenHealthRate <time>,Sets time delay (in milliseconds) for health regeneration when g_regenHealth is set to 1,
g_removePowerupsOnRound,-,1,g_removePowerupsOnRound [0|1],Freeze Tag: Forces power-ups to be removed from carriers when rounds end.,
g_reportcache_delay,-,1000,g_reportcache_delay <value>,???,
g_reportcache_enable,-,1,g_reportcache_enable [0|1],???,
g_respawn_delay_max,-,2400,g_respawn_delay_max <time>,Sets maximum time (in milliseconds) for respawn delays.,
g_respawn_delay_min,-,2100,g_respawn_delay_min <time>,Sets minimum time (in milliseconds) for respawn delays.,
g_restarted,R,0,g_restarted,Toggles when a match is restarted and tells the game if a warmup round is needed (if applicable).,
g_rocketsplashOffset,-,-10,g_rocketsplashOffset <value>,Sets rocket splash damage offset.,
g_runespawntime,-,10,g_runespawntime <time>,Time it takes for CTF powerup runes to respawn.,
g_shuffle_automatic,-,0,g_shuffle_automatic [0|1],Enables automatic team shuffling.,
g_shuffle_automatic_minplayers,-,6,???,???,
g_shuffle_minplayers,-,3,g_shuffle_minplayers <amount>,Sets the amount of players in warm up rounds in team based games required before shuffling can be called.,
g_shuffle_timedelay,-,5000,???,???,
g_shufflePingHandicap,-,0,???,???,
g_shufflePowerRatingThreshold,-,4,g_shufflePowerRatingThreshold <value>,Sets the power rating threshold applied to team shuffles.,
g_skipTrainingEnable,R,0,g_skipTrainingEnable,Enables skipping of training matches.,
g_smoothClients,-,0,g_smoothClients [0|1],Enables clients’ use of smooth clients on a server.,
g_spAwards,R A,-,g_spAwards <awards>,Single Player awards variable.,
g_spawnArmor,-,0,g_spawnArmor [amount],Sets the amount of armor issued to players when spawning. N/A for Clan Arena,
g_spawnArmorDmgScale,-,0.5,g_spawnArmorDmgScale <amount>,???,
g_spawnItemAmmo,-,1,g_spawnItemAmmo [0|1],Enables the spawning of ammunition in a game.,
g_spawnItemArmor,-,1,g_spawnItemArmor [0|1],Enables the spawning of armor items in a game.,
g_spawnItemHealth,-,1,g_spawnItemHealth [0|1],Enables the spawning of health items in a game.,
g_spawnItemHoldable,-,1,g_spawnItemHoldable [0|1],Enables the spawning of holdable items in a game.,
g_spawnItemPowerup,-,1,g_spawnItemPowerup [0|1],Enables the spawning of power-ups in a game.,
g_spawnItemRune,-,1,g_spawnItemRune [0|1],Enables the spawning of runes in a game.,
g_spawnItemWeapons,-,1,g_spawnItemWeapons [0|1],Enables the spawning of weapons in a game.,
g_spawnMinDistance,C,64,g_spawnMinDistance <value>,Sets minimum respawning distance from death.,
g_spawnRandomRatio,C,0.4,g_spawnRandomRatio <value>,Sets random respawning ratio.,
g_speed,-,320,g_speed <value>,Player movement speed.,
g_splashdamage_bfg,-,100,g_splashdamage_bfg <value>,Sets the splash damage of the BFG cell.,
g_splashdamage_gl,-,100,g_splashdamage_gl <value>,Sets the splash damage of grenades.,
g_splashdamage_pg,-,15,g_splashdamage_pl <value>,Sets the splash damage done by plasma cells.,
g_splashdamage_pl,-,100,g_splashdamage_pl <value>,Sets the splash damage done by prox mines.,
g_splashdamage_rl,-,84,g_splashdamage_rl <value>,Sets the splash damage done by rockets.,
g_splashdamageOffset,-,0.05,g_splashdamageOffset <value>,???,
g_splashradius_bfg,-,80,g_splashradius_bfg <radius>,Sets the splash damage radius of every BFG cell.,
g_splashradius_gl,-,150,g_splashradius_gl <radius>,Sets the splash damage radius of every grenade.,
g_splashradius_pg,-,20,g_splashradius_pg <radius>,Sets the splash damage radius of every plasma cell.,
g_splashradius_pl,-,150,g_splashradius_pl <radius>,Sets the splash damage radius of every proximity mine.,
g_splashradius_rl,-,120,g_splashradius_rl <radius>,Sets the splash damage radius of every rocket.,
g_spScores1,R A,-,g_spScores1,Contains Single Player scores on skill level 1 (I Can Win).,
g_spScores2,R A,-,g_spScores2,Contains Single Player scores on skill level 2 (Bring it On).,
g_spScores3,R A,-,g_spScores3,Contains Single Player scores on skill level 3 (Hurt Me Plenty).,
g_spScores4,R A,-,g_spScores4,Contains Single Player scores on skill level 4 (Hardcore).,
g_spScores5,R A,-,g_spScores5,Contains Single Player scores on skill level 5 (Nightmare).,
g_spSkill,A,2,"g_spSkill [1|2|3|4|5]
1 = I Can Win
3 = Hurt Me Plenty
5 = Nightmare",Sets Single Player skill level.,
g_spVideos,R A,-,g_spVideos,Contains the names of videos played during matches in Single Player.,
g_startingAmmo,-,100,g_startingAmmo <value>,Seems to be ineffectual.,
g_startingammo_mg,-,100,g_startingammo_mg <integer>,Sets the amount of machine gun ammo that players spawn with.,
g_startingArmor,-,0,g_startingArmor <value>,Sets the specified amount as armor players receive when spawning.,
g_startingHealth,-,100,g_startingHealth <value>,Sets the specified amount as the health players receive when spawning.,
g_startingHealthBonus,-,25,g_startingHealthBonus <value>,Adds the specified bonus amount of health to players' health when spawning,
g_startingWeapons,-,3,"g_startingweapons [bitmask]

&1 = Gauntlet
&2 = Machinegun
&4 = Shotgun
&8 = Grenade Luncher
&16 = Rocket Luncher
&32 = Lightning Gun
&64 = Railgun
&128 = Plasmagun
&256 = BFG
&512 = Grappling Hook
&1024 = Nailgun
&2048 = Prox Launcher
&4096 = Chaingun
&8192 = Map Default Weapons","Sets the starting weapon and you can combine it by summing it up. Examples:

Gauntlet + Machinegun (default) = 3
All Weapons = 8191
All Weapons minus Grapple = 7679
Standard CA loadout = 255
",
g_suddenDeathRespawn,-,0,g_suddenDeathRespawn [0|1],Controls the player respawn delay when CTF matches enter sudden death.,
g_suddenDeathRespawnIncrement,-,1,g_suddenDeathRespawnIncrement <time>,Sets the amount of time (in seconds) added to player respawn delays in CTF sudden death rounds with every tick.,
g_suddenDeathRespawnMax,-,10,g_suddenDeathRespawnMax <time>,Sets the maximum amount of time (in seconds) that player respawn delays can reach in CTF sudden death rounds.,
g_suddenDeathRespawnPrint,-,1,g_suddenDeathRespawnPrint [0|1],Enables messages regarding respawn delays in CTF sudden death rounds.,
g_suddenDeathRespawnStart,-,3,g_suddenDeathRespawnStart <value>,"Sets the initial respawn delay when CTF matches enter sudden death, when g_suddenDeathRespawn 1.",
g_suddenDeathRespawnTick,-,60,g_suddenDeathRespawnTick <value>,Sets the player respawn delay increment interval in CTF sudden death rounds.,
g_tackleFlag,-,0,g_tackleFlag [0|1],Forces flag carriers in CTF and One Flag CTF to drop the flag in the event of a gauntlet attack.,
g_teamAutoJoin,A,0,g_teamAutoJoin [0|1],Allows team auto-join on a server.,
g_teamForceBalance,A,0,g_teamForceBalance [0|1],Forces team balancing on a server.,
g_teamLocators,-,0,g_teamLocators [0|1],??? <<<,
g_teamSizeMin,-,1,g_teamSizeMin [number],???,
g_teamSpecFreeCam,-,1,g_teamSpecFreeCam [0|1],Allows free cam spectator mode for fragged players during clan arena rounds.,
g_teamSpecSayEnable,-,1,g_teamSpecSayEnable [0|1],Allows fragged players in clan arena to use team chat.,
g_throwFlagForwardMult,-,2.5,??? <<<,??? <<<,
g_throwFlagVelocity,-,0,??? <<<,??? <<<,
g_timeoutCount,S,3,g_timeoutCount <time>,???,
g_timeoutLen,-,30,g_timeoutLen <amount>,???,
g_training,-,0,g_training [0|1],"Enables training mode, such as that of the skill placement match with Crash.",
g_velocity_bfg,-,1800,g_velocity_bfg <velocity>,Sets the projectile velocity (in units/second) for BFG cells.,
g_velocity_gl,-,700,g_velocity_gl <velocity>,Sets the projectile velocity (in units/second) for grenades.,
g_velocity_pg,-,2000,g_velocity_pg <velocity>,Sets the projectile velocity (in units/second) for plasma cells.,
g_velocity_rl,-,1000,g_velocity_rl <velocity>,Sets the projectile velocity (in units/second) for rockets.,
g_version,R,-,g_version,Holds game version information.,
g_voteDelay,-,0,g_voteDelay <delay>,Sets the minimum time at the start of warmup before any voting can occur.,
g_voteFlags,S A,0,"g_voteFlags [bitmask]

&1 = map
&2 = map_restart
&4 = nextmap
&8 = g_gametype
&16 = clientkick/kick
&32 = ???
&64 = timelimit
&128 = fraglimit
&256 = shuffle
&512 = teamsize
&1024 = cointoss
&2048 = ruleset
",Sets which vote commands are disabled on the server.,
g_voteLimit,-,0,g_voteLimit [value],Sets the maximum number of times the same vote can be called.,
g_warmup,A,10,g_warmup [time],Sets the time (in seconds) in which it takes to progress from pre-game readyup phase to match start.,
g_warmupDelay,-,30,g_warmupDelay <time>,Sets the amount of time (in seconds) it takes from progressing from warm up round to match start when enough players are ready to begin.,
g_weaponrespawn,-,5,g_weaponrespawn <time>,Respawn rate of weapons.,
g_weaponTeamRespawn,-,12,g_weaponTeamRespawn <time>,Respawn rate of weapons in team deathmatch.,
gamedate,R,-,gamedate,Displays game version information. Shows the date of the last update installed.,
gamename,S R,-,gamename,Displays game name.,
graphheight,C,32,graphheight <value>,Sets height in pixels for graph displays.,
graphscale,C,1,graphscale <value>,Sets scale multiplier of graphs.,
graphshift,C,0,graphshift <value>,Sets offset for graph displays.,
gt_admin,R,-,gt_admin,???,
gt_eventid,R A,0,gt_eventid,???,
gt_eventtype,R A,None,gt_eventtype,???,
gt_master,A,-,???,???,
gt_noEidReq,-,0,???,???,
gt_pass,R,-,???,???,
gt_realm,S A,quakelive,???,???,
gt_user,U R,-,gt_user,???,
H,,,,,
handicap,U A T,100,handicap [0-100],Sets your player health handicap.,
headmodel,U A T,sarge,headmodel <model>,Sets player head model. Not applicable for Quake Live.,
I,,,,,
in_debugjoystick,-,0,in_debugjoystick [0|1],Enables the joystick debugging tool.,
in_debugMouse,-,0,in_debugMouse [0|1],Enables the mouse debugging tool.,
in_joyBallScale,A,1,in_joyBallScale [value],Sets the sensitivity of a joyball input device.,
in_joyHorizMoveDeadzone,A,0.5,in_joyHorizMoveDeadzone <value>,???,
in_joyHorizViewDeadzone,A,0.15,in_joyHorizViewDeadzone <value>,???,
in_joyHorizViewSensitivity,A,20,in_joyHorizViewSensitivity <value>,Horizontal sensitivity for joysticks.,
in_joystick,A L,0,in_joystick [0|1],Allows the use of a joystick.,
in_joystick_inverted,A,0,"in_joystick_inverted [0|1]
0 = normal input
1 = inverted input",Inverts vertical joystick input.,
in_joyVertMoveDeadzone,A,0.15,in_joyVertMoveDeadzone <value>,???,
in_joyVertViewDeadzone,A,0.15,in_joyVertViewDeadzone <value>,???,
in_joyVertViewSensitivity,A,15,in_joyVertSensitivity <value>,Vertical sensitivity for joysticks.,
in_midi,A,0,in_midi [0|1],Allows the use of a MIDI control.,
in_midichannel,A,1,in_midichannel [0|1],Allows the use of a MIDI channel as an input device.,
in_mididevice,A,0,in_mididevice [0|1],Allows the use of a MIDI device as an input device.,
in_midiport,A,1,in_midiport [0|1],Enables the use of a MIDI port.,
in_mouse,A L,2,"in_mouse [-1|0|1|2]
-1 = Windows mouse input
1 = Direct input
2 = Raw input",Controls the in-game mouse input.,
in_mouseMode,R A,Undefined,in_mouseMode [driver],Sets mouse driver source.,
in_nograb,T,0,in_nograb [0|1],Developer input device tool for in Linux – allows an application break to occur without losing the mouse pointer.,
J,,,,,
journal,I,0,journal [0|1],Sets whether journal.dat is written in the game directory.,
joy_threshold,A,0.15,joy_threshold [value],Joystick threshold setting.,
L,,,,,
logfile,-,0,"logfile [0|1|2|3]
1 = buffered
2 = continuous
3 = append",Console logging to qconsole.log.,
M,,,,,
m_cpi,A T,0,m_cpi <value>,Sets counts per inch for mouse input. It is useful as a way of retaining the same sensitivity and acceleration when changing mice. Detailed information can be found here: www.quakelive.com/forum/showthread.php?15458-New-Mouse-Sensitivty-and-Mouse-Accel-Features ,
m_filter,A,0,m_filter [0|1],Smoothes mouse movement.,
m_forward,A,0.25,m_forward [value],Back and forward player movement speed in relation to mouse movement.,
m_pitch,A T,0.022,m_pitch [value],Vertical view movement sensitivity.,
m_side,A,0.25,m_side [value],Strafe player movement speed in relation to mouse movement.,
m_yaw,A,0.022,m_yaw [value],Horizontal view movement sensitivity,
mapname,S R A,-,mapname,Displays the name of the current map for server hosts and local host.,
mercylimit,S A,0,mercylimit [value],"In teamgames that have a timelimit set, you may set mercylimit to trigger the match to end if the team score difference (spread) ever becomes greater than or equal to the mercylimit.",
model,U T,sarge/default,model [model],Customises your in-game player model.,
N,,,,,
name,U A T,UnnamedPlayer,name <playername>,"Your player name. In Quake Live, any changes which alter the alpha-numerical display of your name are immediately reset to your registered name.",
net_ip,L,-,net_ip <address>,Holds the name or IP address of the local machine.,
net_noudp,A L,0,net_noudp [0|1],Enables the use of TCP/IP network protocol.,
net_port,L,-,net_port <port>,Sets servers port number when there’s multiple clients on the same machine.,
net_qport,-,-,net_qport <port>,Sets internal network port.,
net_socksEnabled,A L,0,net_socksEnabled [0|1],Enables socks 5 network protocol.,
net_socksPassword,A L,-,net_socksPassword <password>,Sets password for socks network/firewall access.,
net_socksPort,A L,1080,net_socksPort <port>,Sets proxy and firewall port.,
net_socksServer,A L,-,net_socksServer <address>,Sets the name or IP address of the socks server.,
net_socksUsername,A L,-,net_socksUsername <username>,Sets the username for socks firewall supports. It does not support GSS-API authentication.,
net_strict,-,1,net_strict [0|1],"Hypothesis is that when enabled, it forces localhost to use port 27960. If this port is in use Quake Live will crash when going to localhost. It is unknown if disabling it would prevent this, untested.",
nextmap,A,map_restart 0,nextmap,Holds the name of the next map in the server map rotation.,
P,,,,,
password,U,-,password <string>,Password string for connecting to password-protected servers.,
plugin_version,R,-,plugin_version,Currently-installed plug-in list.,
pmove_AirAccel,-,1,pmove_AirAccel <acceleration>,Sets the amount of acceleration available to players in mid-air.,
pmove_AirSteps,-,1,pmove_AirSteps [0|1],???,
pmove_JumpTimeDeltaMin,-,100,pmove_JumpTimeDeltaMin,???,
pmove_JumpVelocity,-,275,pmove_JumpVelocity <velocity>,Sets the player jump velocity.,
pmove_JumpVelocityScaleAdd,-,0.4,pmove_JumpVelocityScaleAdd,???,
pmove_JumpVelocityTimeThreshold,-,500,pmove_JumpVelocityTimeThreshold,???,
pmove_RampJump,-,0,pmove_RampJump [0|1],Enables ramp jumping.,
pmove_RampJumpScale,-,1,pmove_RampJumpScale <scale>,Sets the ramp jumping factor when pmove_RampJump 1.,
pmove_StepHeight,-,22,pmove_StepHeight <height>,Sets the set height (in map units).,
pmove_StepJump,-,1,pmove_StepJump [0|1],Enables stepping in player jumps.,
pmove_WalkAccel,-,10,pmove_WalkAccel <acceleration>,Handles user-intended walking/running acceleration.,
pmove_WalkFriction,-,6,pmove_WalkFriction <friction>,Sets the amount of surface friction applied to player movement when walking/running.,
pmove_WeaponDropTime,-,200,pmove_WeaponDropTime <time>,Controls the weapon drop time between weapon changes.,
pmove_WeaponRaiseTime,-,200,pmove_WeaponRaiseTime <time>,Controls the weapon raise time between weapon changes.,
practiceflags,-,0,practiceflags [flags],Sets flags in practice match.,
protocol,S R,73,protocol,Displays the network protocol number.,
,,,,,
R,,,,,
r_allowExtensions,A L,1,r_allowExtensions [0|1],Global enabling of all OpenGL extensions.,
r_allowSoftwareGL,L,0,"r_allowSoftwareGL [0|1]
0 = diabled",Enables the use of the default OpenGL drivers provided by the operating system.,
r_ambientScale,A T,10,r_ambientScale <value>,Controls the amount of ambient light cast among players.,
r_aspectRatio,A L,0,"r_aspectRatio [0|1|2|3]
0 = 4:3
1 = 16:9
2 = 16:10
3 = 5:4",Controls the game’s screen aspect ratio setting.,
r_bloomActive,R,0,r_bloomActive,Dictates whether the bloom effect is active.,
r_BloomBlurFalloff,-,0.75,r_bloomBlurRadius <amount>,???,
r_BloomBlurRadius,-,5,r_bloomBlurRadius <amount>,???,
r_BloomBlurScale,-,1,r_bloomBlurScale <amount>,???,
r_BloomBrightThreshold,A T,0.125,r_bloomBrightThreshold <value>,"Sets the bloom threshold when r_enableBloom 1 and r_enablePostProcess 1. The lower the threshold, the more bloom drawn. <0-1>",
r_BloomIntensity,A T,0.75,r_bloomintensity <value>,"Sets the bloom intensity when r_enableBloom 1 and r_enablePostProcess 1. The higher the value, the more intensive and bright the bloom effect will be. <0-10>",
r_BloomPasses,A L,1,r_bloomPasses <value>,Sets the number of rendering passes for bloom effect.,
r_BloomSaturation,A T,0.8,r_bloomSaturation <value>,"Sets the degree of color saturation applied to the bloom effect when r_enableBloom 1 and r_enablePostProcess 1. The higher the value, the more colorful the bloom effect will appear to be. <0-10>",
r_BloomSceneIntensity,A T,1,r_bloomSceneIntensity <value>,"Sets the intensity of brightness applied to the non-bloomed world when r_enableBloom 1 and r_enablePostProcess 1. The higher the value, the brighter the non-bloomed world will appear to be. <0-10>",
r_BloomSceneSaturation,A T,1,r_bloomSceneSaturation <value>,"Sets the degree of color saturation applied to the non-bloomed world when r_enableBloom 1 and r_enablePostProcess 1. The higher the value, the more colorful the non-bloomed world will appear to be. <0-10>",
r_clear,C,0,r_clear [0|1],Enables the clearing of the screen between video frames.,
r_colorbits,A L,32,"r_colorbits [16|24|32]
0 = default
16 = 16 bit color
24 = 24 bit color
32 = 32 bit color",Sets video color depth.,
r_colorCorrectActive,R,0,r_colorCorrectActive,Dictates whether color correction is active.,
r_colorMipLevels,L,0,r_colorMipLevels [0|1],A developer aid to see texture mip usage.,
r_contrast,A,1,r_contrast <value>,Sets the level of contrast.,
r_customheight,A L,1024,r_customheight <value>,Sets the custom vertical resolution when r_mode -1.,
r_customwidth,A L,1600,r_customwidth <value>,Sets the custom horizontal resolution when r_mode -1.,
r_debugAds,-,0,r_debugAds [0|1],Debugging tool for in-game advertisement entities.,
r_debuglight,-,0,r_debuglight [0|1],Debugging tool: writes ambient light data to console.,
r_debugSort,C,0,r_debugSort [0|1],A debugging tool that only renders those sort layers that are greater than the value of the variable set.,
r_debugSurface,C,0,r_debugSurface [0|1|2],Debugging tool: shows bounding boxes of patch mesh surfaces that are targeted by the camera view.,
r_debugSurfaceUpdate,-,1,"r_debugSurfaceUpdate [0|1]
0 = first bounding box that appears will remain and others will not appear.
1 = changes the bounding box according to location.","When r_debugSurface is 1, this enables changing the patch mesh surface bounding box according to location.",
r_depthbits,A L,0,"r_depthbits [bits]
0 = Uses the desktop depth bits.
16 = 16-bit. Can result in artifacts.
24 = 24-bit*
32 = 32 bit*
*24 or 32 bit recommended",Sets Z-buffer depth.,
r_detailtextures,A L,1,r_detailtextures [0|1],Enables the usage of detail texturing stages.,
r_directedScale,C,1,r_directedScale <value>,Sets the lighting intensity applied to world objects.,
r_displayRefresh,A L,0,r_displayRefresh <rate>,"Monitor refresh rate (in Hertz), useful for CRT monitors.",
r_drawBuffer,C,GL_BACK,r_drawbuffer [buffer],"Sets which frame buffer to draw into. Basically you draw into a ""back"" buffer while simultaneously showing a ""front"" buffer. Next frame you ""swap"" these. The benefit is that you won't ""see"" the actual painting of the image take place. However, in Quake Live, probably only gl_back will actually render.",
r_drawentities,C,1,r_drawentities [0|1],"Enables the drawing of world entities (weapons, items, player models etc.).",
r_drawskyfloor,-,1,r_drawskyfloor [0|1],"Enables a visual fix of the glitchy scrolling sky floors, removing the hall-of-mirrors effect.",
r_drawSun,A,0,"r_drawsun [0|1]
0 = disabled*
* suggested setting",Controls the way in which lighting of models and objects is handled by simulating effects of sunlight.,
r_drawworld,C,1,r_drawworld [0|1],Enables rendering of the map.,
r_dynamiclight,A,1,r_dynamiclight [0|1],Dynamic Lights. (eg: rockets emitting light onto nearby scenery),
r_enableBloom,A L,0,r_enableBloom [0|1],Enables light bloom effects when r_enablePostProcess 1.,
r_enableColorCorrect,A L,1,r_enableColorCorrect [0|1],Enables color correction when r_enablePostProcess 1.,
r_enablePostProcess,A L,1,r_enablePostProcess [0|1],"Enables post processing, which offers extra graphical features and quality (such as light bloom effects and color correction), but inflicts a performance hit. Recommended only for powerful computers.",
r_ext_compiled_vertex_array,A L,1,r_ext_compiled_vertex_array [0|1],Enables hardware compiled vertex array rendering.,
r_ext_compressed_textures,A L,0,r_ext_compressed_textures [0|1],Enables external texture compression.,
r_ext_gamma_control,A L,1,r_ext_gamma_control [0|1],Enables the use of external gamma controls.,
r_ext_multitexture,A L,1,r_ext_multitexture [0|1],Enables external hardware multi-texturing.,
r_ext_texture_env_add,A L,1,r_ext_texture_env_add [0|1],Enables additive blending when using multi-texturing.,
r_facePlaneCull,A,1,r_facePlaneCull [0|1],"Enables brush face culling, providing a performance boost.",
r_fastsky,A T,0,"r_fastsky [0|1]
1 = Sky boxes disabled",Disable sky boxes (and portal camera views).,
r_fastSkyColor,T,0x000000,r_fastSkyColor <hex>,Sets the sky color (in hex color code) when r_fastsky 1.,
r_finish,A,0,r_finish [0|1],Enables synchronization of rendered frames.,
r_flareFade,C,7,r_flareFade <amount>,Sets fading scale of flares in relation to distance.,
r_flares,A,0,r_flares [0|1],Enables projectile flare and lighting effects.,
r_flareSize,C,40,r_flareSize <size>,Sets size of flares.,
r_floatingPointFBOs,A L,0,r_floatingPointsFBOs [0|1],"Enables the use of floating point framebuffer objects – an OpenGL extension for doing off-screen rendering, including rendering to a texture. By capturing images that would normally be drawn to the screen, it can be used to implement a large variety of image filters and post-processing effects. It is currently an experimental CVAR that will only work on modern graphics cards.",
r_fullbright,A L T,0,"r_fullbright [0|1]
0 = Normal Rendering
1 = Full Brightness",Renders all textures on the map at full brightness.,
r_fullscreen,A L,0,"r_fullscreen [0|1]
0 = Windowed
1 = Fullscreen",Enables full-screen view.,
r_gamma,A,1,r_gamma <value>,"Amount of image luminance applied to the in-game display. The higher the number, the stronger luminance present.",
r_gl_renderer,R A T,none,r_gl_renderer,Displays your graphics renderer.,
r_gl_reserved,R A T,0,???,???,
r_gl_vendor,R A T,none,r_gl_vendor,Displays your graphics chip manufacturer.,
r_glDriver,A L,opengl32,r_glDriver <driver>,Sets the OpenGL driver in use.,
r_ignore,C,1,r_ignore [0|1],A rendering debugging tool.,
r_ignoreFastPath,A L,1,r_ignoreFastPath [0|1],Enables ignoring of Tess fast paths.,
r_ignoreGLErrors,A,1,r_ignoreGLErrors [0|1],Enables ignoring of OpenGL errors and to attempt to continue rendering.,
r_ignorehwgamma,A L,0,r_ignorehwgamma [0|1],Enables ignoring of hardware gamma settings.,
r_inBrowserMode,A L T,9,r_inBrowserMode <mode>,Sets resolution when in browser mode.,
r_inGameVideo,A,1,r_inGameVideo [0|1],Enables in-game videos.,
r_intensity,A L,1,r_intensity <amount>,Intensifies the level of brightness added to textures and model skins.,
r_lastValidRenderer,A,-,r_lastValidRenderer,Last recorded video driver in use.,
r_lightmap,A,0,r_lightmap [0|1],Enables the light data lighting model.,
r_lockpvs,C,0,r_lockpvs [0|1],"Locks the Potentially Visible Set table, resulting in area visibilities not being rendered.",
r_lodbias,A,0,"r_lodbias <-2 – 2>
0 = High
1 = Medium
2 = Low",Sets level of geometric detail.,
r_lodCurveError,C,250,r_lodCurveError <value>,Level of detail curve error setting.,
r_lodscale,-,10,r_lodscale <value>,Level of detail scale adjustment.,
r_logFile,C,0,r_logFile <value>,Sets the number of frames to emit GL logs. ,
r_mapOverBrightBits,A L,2,r_mapOverBrightBits <0 – 10>,Ambient lighting and radiance of the map.,
r_mapOverBrightCap,A L,255,r_mapOverBrightCap <0-255>,???,
r_maskMinidriver,L,0,r_maskMinidriver [mask],"Treats the current OpenGL32 driver as an ICD, even if it is in fact a MCD. In other words, allow a different dll name to be treated as if it were opengl32.dll.",
r_maxpolys,-,600,r_maxpolys <value>,"Sets the maximum number of polygons drawn to the screen. Values lower than default appear to have no effect, even negative values. Unknown if higher values have an effect.",
r_maxpolyverts,-,3000,r_maxpolyverts <value>,"Maximum number of vertices from polygons drawn to screen. Values lower than default appear to have no effect, even negative values. Unknown if higher values have",
r_measureOverdraw,C,0,r_measureOverdraw [0|1],Reports overdraw (if the harware supports a stencil buffer).,
r_mode,A L,-2,r_mode <-2 – 27>,"Screen resolution setting. Use Modelist for a list of resolution options, also included in appendix (see regurge's site or Lorfa's guide).",
r_nobind,C,0,"r_nobind [0|1]
0 = binding enabled
1 = no binding",Disables binding of textures to triangles.,
r_nocull,C,0,"r_nocull [0|1]
0 = culling enabled
1 = no culling",Disables the culling of textures. Has an adverse affect on performance.,
r_nocurves,C,0,"r_nocurves [0|1]
0 = curves surfaces enabled
1 = no curved surfaces",Disables curved surfaces.,
r_noFastRestart,A,0,r_noFastRestart [0|1],When set to 0 QL will attempt to change from fullscreen to windowed mode without re-loading all game data.,
r_noportals,C,0,"r_noportal [0|1]
0 = portal cameras enabled
1 = no portal cameras",Disables portal cameras.,
r_norefresh,C,0,"r_norefresh [0|1]
0 = rendering refreshes allowed
1 = no rendering refreshes",Disables rendering refreshes.,
r_novis,C,0,"r_novis [0|1]
0 = VIS enabled
1 = no VIS",Disables PVS/VIS tables.,
r_offsetfactor,C,-1,r_offsetfactor <factor>,Sets the polygon offset factor for shader stages that have polygon offset set. Testing resulted in no change after vid_restart at multiple values. May be ineffectual.,
